기능	경로	활동	act_type	click_type	key	value	no	page_id	click_type	act_type	click_text	keys_combined	values_combined	key_count	log	PASS-Status	QA-Status	PK
피드 AOS	피드 게시물 상세	챌린지 태그 클릭	click	챌린지태그	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, chal_id, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{챌린지id}}, {{클릭한 챌린지태그명}}	49	life/feed/post/detail	챌린지 태그	click	오늘 날씨 공유하기	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, 오늘 날씨 공유하기, 챌린지 태그	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:37:38.377","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"오늘 날씨 공유하기","click_type":"챌린지 태그","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	피드 게시물 상세	더보기 클릭	click	게시물TEXT더보기	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{더보기}}	50	life/feed/post/detail	게시물 TEXT 더보기	click	더보기	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, 더보기, 게시물 TEXT 더보기	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:46:18.497","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"더보기","click_type":"게시물 TEXT 더보기","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	피드 게시물 상세	세차장 아이콘 클릭	click	세차장위치버튼	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{버튼 이름}}	51	life/feed/post/detail	세차장 위치 버튼	click	스팀파워 미아점 세차장	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, 스팀파워 미아점 세차장, 세차장 위치 버튼	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:47:33.678","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"스팀파워 미아점 세차장","click_type":"세차장 위치 버튼","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	피드 게시물 상세	바로가기 클릭 (픽딜 바로가기)	click	바로가기	page_id, feed_id, feed_writer, feed_tag, like_cnt, feed_type, click_text	{{page_id}}, {{피드 id}}, {{피드 작성자 프로필id}}, {{게시글 내용 내의 해시태그}}, {{좋아요 수}}, {{피드 타입}}, {{버튼 이름}}	52	life/feed/post/detail	바로가기	click	픽딜 바로가기	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, 픽딜 바로가기, 바로가기	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:46:50.655","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"픽딜 바로가기","click_type":"바로가기","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	피드 게시물 상세	바로가기 클릭 (휘슬 세차 바로가기)					53	life/feed/post/detail	바로가기	click	휘슬 세차 바로가기	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, 휘슬 세차 바로가기, 바로가기	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:47:12.104","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"휘슬 세차 바로가기","click_type":"바로가기","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}			
피드 AOS	피드 게시물 상세	광고 노출	impression		page_id, ad_id	{{page_id}}, {{네트워크 광고 ID}}	54	life/feed/post/detail		impression		channel, page_id, act_type, ad_id	Rround, life/feed/post/detail, impression, ojKwqEb6kbFj9Yc	4	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:37:56.817","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"impression","click_text":"","click_type":"","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"ojKwqEb6kbFj9Yc","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	피드 게시물 상세	광고 클릭	click	광고	page_id, ad_id, click_text	{{page_id}}, {{네트워크 광고 ID}}, {{클릭한 광고제목}}	55	life/feed/post/detail	광고	click	ojKwqEb6kbFj9Yc	channel, page_id, act_type, click_text, click_type	Rround, life/feed/post/detail, click, ojKwqEb6kbFj9Yc, 광고	5	{"client_ip":"1.209.159.238","event_dttm":"2025-06-19T11:39:36.147","event_dt":"2025-06-19","nth_pcid":"a8b6459c-1048-4670-bc84-938b102adcd7","nth_sid":"ccedf9e8-9945-43dd-9181-5e89a22fb5c7","user_seq":"54","channel":"Rround","page_url":"","referer_url":"","page_id":"life/feed/post/detail","act_type":"click","click_text":"ojKwqEb6kbFj9Yc","click_type":"광고","scroll_rate":"","swipe_area":"","swipe_direct":"","popup_type":"","error_msg":"","area_name":"","area_type":"","module_id":"","module_order":"","kwd_rank":"","auto_kwd_list":"","recent_kwd_list":"","srch_dt":"","recent_kwd":"","rcmd_kwd":"","kwd_tag":"","exh_id":"","exh_name":"","banner_id":"","banner_url":"","banner_text":"","banner_position":"","ctgr_id":"","ctgr_depth1":"","ctgr_depth2":"","ctgr_depth3":"","feed_id":"","like_cnt":"","feed_writer":"","tab_name":"","order":"","prd_order":"","area_order":"","ad_id":"","chal_id":"","list_id":"","news_seq":"","card_name":"","card_id":"","card_title":"","card_text":"","store_id":"","store_name":"","prd_code":"","prd_name":"","prd_brand":"","prd_price_origin":"","prd_price_final":"","delivery_price":"","total_price_origin":"","total_price_disc":"","total_price_final":"","total_delivery_price":"","prd_disc_rate":"","prd_review_cnt":"","prd_review_score":"","prd_review_id":"","reviewer_name":"","prd_tag":"","prd_is_ad":"","popup_msg":"","popup_id":"","popup_title":"","srch_kwd":"","srch_kwd_type":"","feed_tag":"","banner_order":"","chal_join_cnt":"","list_name":"","list_order":"","prom_word":"","stick_text":"","cta_text":"","cta_id":"","el_order":"","el_cnt":"","true_list":"","reviewer_good_cnt":"","prd_filter":"","prd_option":"","total_quantity":"","coupon_cnt":"","balso_order_cnt":"","use_rrpay_point":"","rrpay_money":"","regular_pay_cnt":"","will_expire_rrpay_money":"","unrecovered_rrpay_money":"","module_name":"","rrpay_point":"","balso_s_money":"","balso_cash":"","pay_method":"","order_no":"","order_dt":"","cart_prd_cnt":"","cart_id":"","cancel_exchange_return_cnt":"","restock_alert_cnt":"","like_prd_cnt":"","like_store_cnt":"","step_cnt":"","reward_price":"","article_title":"","react_cnt":"","fail_reason":"","kwd_ctgr":"","will_convert_rrpay_point":"","convert_rrpay_point":"","withdraw_reason":"","withdraw_check_cnt":"","push_code":"","exh_tag":"","feed_type":"","feed_cnt":"","feed_name":"","chal_name":"","chal_order":"","chal_complete_cnt":"","gnb_text":"","menu_order":"","app_version":"","os_name":"","os_version":"14","platform_type":"Android","device_model":"SM-G991N","device_maker":"samsung","device_adid":"","related_srch_kwd":"","feed_filter":"","impression_type":"","article_id":"","reviwer_review_cnt":"","event_id":"","banner_type":"","el_name":"","comment_cnt":""}	PASS		
피드 AOS	피드 메시지/알림함 - 메시지	광고 노출	impression		page_id, ad_id	{{page_id}}, {{네트워크 광고 ID}}									x	PASS		
피드 AOS	피드 메시지/알림함 - 알림함	광고 노출	click	광고	page_id, ad_id, click_text	{{page_id}}, {{네트워크 광고 ID}}, {{클릭한 광고제목}}									x			
피드 AOS	피드 메시지/알림함 - 메시지	광고 클릭													x			
피드 AOS	피드 메시지/알림함 - 알림함	광고 클릭													x			
